,Gender,Discipline,Career Stage,EPAO
2374,f,"paleontology, geobiology",professor,Earth
2375,m,geology,professor,Earth
2376,m,climate dynamics,professor,
2377,m,geology,professor,Earth
2378,m,geology,professor,Earth
2379,m,geophysics,professor,Earth
2380,m,geophysics,professor,Earth
2381,m,geophysics,professor,Earth
2382,m,geophysics,professor,Earth
2383,m,"geology, geochemistry",professor,Earth
2384,m,geology,professor,Earth
2385,m,"geology, hydrology",professor,Earth
2386,m,geology,professor,Earth
2387,m,geochemistry,professor,Earth
2388,m,geology,professor,Earth
2389,m,geology,professor,Earth
2390,f,geology,professor,Earth
2391,m,geology,professor,Earth
2392,m,paleontology,professor,
2393,m,geophysics,professor,Earth
2394,m,geophysics,professor,Earth
2395,m,geology,professor,Earth
2396,m,"education, sustainability",professor,
2397,m,geophysics,professor,Earth
2398,m,"climate dynamics, hydrology",professor,
2399,m,geophysics,assistant professor,Earth
2400,m,"hydrology, geology",associate professor,Earth
2401,m,geophysics,professor,Earth
2402,m,geology,professor,Earth
2403,m,geophysics,professor,Earth
2404,m,geochemistry,professor,Earth
2405,m,geology,professor,Earth
2406,m,"atmospheric dynamics, ecology, climate dynamics",professor,Atmosphere
2407,f,atmospheric chemistry,professor,Atmosphere
2408,f,atmospheric dynamics,assistant professor,Atmosphere
2409,f,"physical oceanography, climate dynamics",assistant professor,Ocean
2410,f,atmospheric dynamics,assistant professor,Atmosphere
2411,f,atmospheric dynamics,associate professor,Atmosphere
2412,m,"atmospheric dynamics, atmospheric chemistry",professor,Atmosphere
2413,m,"climate dynamics, atmospheric dynamics",professor,Atmosphere
2414,m,"atmospheric dynamics, atmospheric chemistry",professor,Atmosphere
2415,m,"atmospheric dynamics, atmospheric chemistry",professor,Atmosphere
2416,m,atmospheric dynamics,professor,Atmosphere
2417,m,atmospheric dynamics,professor,Atmosphere
2418,m,atmospheric dynamics,professor,Atmosphere
2419,m,atmospheric dynamics,professor,Atmosphere
2420,m,climate dynamics,professor,
2421,f,"geochemistry, geology",assistant professor,Earth
2422,f,geochemistry,assistant professor,Earth
2423,m,"geomorphology, geophysics",assistant professor,Earth
2424,m,"paleoclimate, geology",assistant professor,Earth
2425,m,"hydrology, geology",assistant professor,Earth
2426,m,"glaciology, geology",assistant professor,Earth
2427,m,"geology, hydroogy",associate professor,Earth
2428,m,geology,professor,Earth
2429,m,geology,professor,Earth
2430,f,"paleoclimate, geochemistry, paleoceanography",professor,Ocean
2431,m,geology,professor,Earth
2432,f,geology,professor,Earth
2433,m,"paleontology, paleoceanography",professor,Ocean
2434,m,"paleoclimate, geology, geochemistry",professor,Earth
2435,m,"paleoclimate, geochemistry, geology",professor,Earth
2436,m,"geobiology, biogeochemistry, ecology",professor,Earth
2437,m,"geology, geochemistry",professor,Earth
2438,m,geophysics,professor,Earth
2439,m,geology,professor,Earth
2440,m,geology,professor,Earth
2441,f,geopolitics/impacts,assistant professor,Earth
2442,m,"climate dynamics, hydrology",assistant professor,
2443,f,atmospheric dynamics,assistant professor,Atmosphere
2444,m,geopolitics/impacts,associate professor,Earth
2445,m,"climate dynamics, hydrology",associate professor,
2446,m,geopolitics/impacts,associate professor,Earth
2447,f,"geopolitics/impacts, ecology",associate professor,Earth
2448,f,geopolitics/impacts,associate professor,Earth
2449,m,geopolitics/impacts,associate professor,Earth
2450,m,gis/engineering,associate professor,
2451,f,ecology,associate professor,
2452,m,gis/engineering,associate professor,
2453,m,geomorphology,professor,Earth
2454,m,gis/engineering,professor,
2455,m,gis/engineering,professor,
2456,f,"geochemistry, geology",assistant professor,Earth
2457,f,geophysics,assistant professor,Earth
2458,m,geochemistry,assistant professor,Earth
2459,f,geophysics,assistant professor,Earth
2460,f,geobiology,assistant professor,Earth
2461,m,geology,associate professor,Earth
2462,m,geochemistry,associate professor,Earth
2463,m,sustainability,associate professor,
2464,m,geology,associate professor,Earth
2465,m,geophysics,associate professor,Earth
2466,f,geophysics,associate professor,Earth
2467,m,geochemistry,professor,Earth
2468,m,"hydrology, geology",professor,Earth
2469,f,geology,professor,Earth
2470,m,geology,professor,Earth
2471,m,geophysics,professor,Earth
2472,m,geophysics,professor,Earth
2473,m,geophysics,professor,Earth
2474,m,geology,professor,Earth
2475,m,geobiology,professor,Earth
2476,m,geology,professor,Earth
2477,f,"geochemistry, hydrology",professor,Earth
2478,m,geomorphology,professor,Earth
2479,m,geology,professor,Earth
2480,m,geobiology,professor,Earth
2481,m,"paleoclimate, geology",assistant professor,Earth
2482,m,geochemistry,associate professor,Earth
2483,m,geology,professor,Earth
2484,m,"geomorphology, hydrology",professor,Earth
2485,m,paleobiology,professor,
2486,f,education,professor,
2487,m,geology,professor,Earth
2489,m,geophysics,professor,Earth
2490,m,"geobiology, paleontology",assistant professor,Earth
2491,f,"ecology, biological oceanography",assistant professor,Ocean
2492,m,"atmospheric dynamics, atmospheric chemistry",assistant professor,Atmosphere
2493,m,geochemistry,assistant professor,Earth
2494,m,"geochemistry, paleoclimate",assistant professor,Earth
2495,f,"geobiology, geology",assistant professor,Earth
2496,m,geology,professor,Earth
2497,m,geophysics,professor,Earth
2498,f,"geochemistry, geobiology, biogeochemistry, paleoclimate",professor,Earth
2499,m,geology,professor,Earth
2500,m,"geobiology, paleontology",professor,Earth
2501,m,geology,professor,Earth
2502,m,"physical oceanography, climate dynamics",professor,Ocean
2503,m,"geobiology, paleontology",professor,Earth
2504,m,geophysics,professor,Earth
2505,m,geophysics,professor,Earth
2506,m,planetary science,professor,Planet
2507,f,geophysics,professor,Earth
2508,m,geophysics,professor,Earth
2509,m,"biogeochemistry, geochemistry, geobiology",professor,Earth
2510,m,geochemistry,professor,Earth
2511,m,"biogeochemistry, ecology",professor,Earth
2512,m,atmospheric dynamics,professor,Atmosphere
2513,f,physical oceanography,professor,Ocean
